,State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Average_House_Price
2503,Texas,Mills County,4887,18.3,81.3,0.2,0.0,0.1,0.0,24858,14.9,29.8,15.5,28.4,12.0,14.4,78.8,7.4,0.0,6.7,0.9,6.2,16.5,71.3,18.4,10.0,0.2,2.9,148745.00522762563
2504,Texas,Mitchell County,8774,39.3,48.7,10.3,0.3,0.4,0.0,19741,7.9,32.3,19.2,19.9,14.6,14.1,78.4,17.0,0.3,0.8,0.0,3.4,20.2,66.5,24.3,8.2,1.0,6.4,89695.87453210448
2505,Texas,Montague County,19406,10.7,86.3,0.2,0.3,0.1,0.0,26278,15.5,26.0,15.1,22.8,18.9,17.3,83.0,10.3,0.6,1.6,0.4,4.0,24.3,81.5,11.3,6.8,0.5,6.6,131374.6407485639
2506,Texas,Montgomery County,535187,23.0,67.9,4.5,0.1,2.8,0.1,38012,10.3,39.8,15.3,24.0,10.5,10.5,82.1,9.1,1.2,0.9,1.2,5.5,32.7,81.1,10.7,8.1,0.1,4.9,237571.39496203818
2508,Texas,Morris County,12530,9.2,65.1,23.6,0.4,0.1,0.1,22803,15.7,25.4,21.7,18.1,7.6,27.2,87.1,6.1,0.3,0.7,1.8,4.0,23.8,75.7,17.6,6.6,0.1,9.9,95642.00397741432
2509,Texas,Nacogdoches County,65411,18.9,59.9,17.2,0.3,1.6,0.0,22589,24.9,32.1,17.8,23.4,12.5,14.2,79.5,12.5,0.1,3.7,1.3,2.8,20.4,73.4,19.2,7.2,0.2,8.6,149442.07948723237
2510,Texas,Navarro County,48239,26.2,57.3,13.1,0.3,0.6,1.0,22152,18.8,27.8,20.3,20.3,12.8,18.7,80.8,12.7,0.4,1.0,0.9,4.3,25.3,75.5,15.8,8.5,0.2,9.4,115464.4690810108
2511,Texas,Newton County,14187,3.5,73.6,21.3,0.2,0.1,0.0,20800,15.7,21.6,18.4,23.0,16.6,20.4,79.4,14.6,0.5,0.3,3.0,2.1,37.3,76.9,19.2,3.8,0.0,11.6,102886.26428220859
2512,Texas,Nolan County,14990,36.4,57.0,4.9,0.4,0.3,0.0,23686,16.8,27.9,20.1,16.9,14.4,20.8,79.7,13.7,0.0,2.6,2.5,1.5,15.5,74.3,18.5,7.1,0.1,7.1,109521.15078519657
2515,Texas,Orange County,83909,7.1,81.4,8.3,0.3,1.1,0.0,27938,14.2,29.4,15.7,23.3,14.0,17.5,86.6,8.4,0.2,1.7,1.4,1.7,23.9,81.9,13.2,4.7,0.1,6.0,139531.8109370686
2516,Texas,Palo Pinto County,28109,19.7,75.4,2.4,0.6,0.6,0.1,24840,18.3,24.3,20.0,22.0,14.1,19.5,81.7,8.0,0.5,2.1,3.2,4.5,23.5,78.6,11.4,9.9,0.1,7.9,139457.1900552615
2517,Texas,Panola County,23574,8.6,73.4,16.3,0.1,0.6,0.0,26205,15.3,24.0,16.7,24.9,18.2,16.2,89.2,6.0,0.5,1.8,0.8,1.7,25.9,80.8,11.2,8.0,0.0,3.8,144114.9990248695
2518,Texas,Parker County,125963,11.5,84.4,1.3,0.5,0.5,0.0,33367,9.2,38.3,14.0,24.3,12.1,11.3,82.8,9.5,0.2,1.0,1.5,5.1,31.7,76.6,14.6,8.5,0.3,5.5,261072.19249954724
2521,Texas,Polk County,46974,14.8,70.9,10.4,1.5,0.6,0.1,23023,18.7,22.8,22.8,23.7,17.9,12.8,77.7,12.4,0.9,1.6,3.5,4.0,29.1,72.6,18.4,8.7,0.3,8.5,117297.75183618556
2522,Texas,Potter County,121230,37.6,45.2,9.3,0.3,5.2,0.1,21941,21.7,24.2,22.9,22.7,12.3,17.8,79.3,14.7,0.9,1.7,1.1,2.3,17.8,82.7,11.8,5.5,0.0,4.2,83874.81700802372
2524,Texas,Rains County,11246,8.7,85.8,1.5,1.0,0.1,0.0,23976,13.1,27.0,16.7,23.1,16.9,16.4,80.7,11.8,0.0,2.1,1.8,3.5,34.9,74.0,11.7,14.3,0.0,5.7,163351.45805763023
2525,Texas,Randall County,130552,20.2,73.4,2.8,0.4,1.5,0.1,32922,9.6,37.3,17.4,26.2,8.9,10.2,84.7,9.7,0.3,1.3,1.0,3.0,19.1,75.3,16.3,8.3,0.1,3.7,166164.9127479469
2526,Texas,Red River County,12353,7.3,73.1,17.6,0.2,0.0,0.0,21177,16.5,26.5,18.7,20.1,14.5,20.3,83.0,8.2,0.0,2.8,1.8,4.2,30.7,71.0,19.2,9.8,0.0,9.0,84983.92449164619
2529,Texas,Robertson County,16727,20.2,57.9,19.7,0.2,0.3,0.1,23337,15.2,30.1,16.1,21.2,16.0,16.6,80.2,12.6,0.0,2.5,1.2,3.5,24.4,72.1,19.8,8.0,0.1,7.7,190633.27686991205
2530,Texas,Rockwall County,90414,17.1,72.3,6.0,0.2,2.4,0.0,38933,5.8,47.5,13.2,24.1,7.3,8.0,81.6,9.6,0.8,0.5,1.7,5.9,33.4,79.9,14.5,5.5,0.1,4.9,268564.2466832187
2531,Texas,Runnels County,10266,33.8,62.3,1.3,0.4,1.1,0.0,22190,16.3,31.1,15.2,21.8,17.9,14.0,82.9,11.0,0.0,2.6,0.6,2.8,21.9,68.5,21.5,9.6,0.5,3.2,92520.66563202301
2532,Texas,Rusk County,53026,16.1,64.7,17.0,0.2,0.5,0.0,23521,15.8,26.7,18.2,20.7,15.9,18.5,86.7,8.5,0.0,0.9,0.6,3.3,24.3,79.8,13.1,6.8,0.3,5.7,137368.33270783228
2534,Texas,San Augustine County,8403,6.9,68.8,20.8,1.5,0.0,0.0,21066,24.4,28.1,15.0,23.3,12.2,21.3,83.9,11.1,0.0,0.9,1.2,3.0,26.7,81.3,9.3,9.4,0.0,13.4,149052.42869811616
2537,Texas,Scurry County,17346,39.7,53.6,4.5,0.1,0.2,0.0,24140,12.8,23.7,17.4,23.3,20.7,15.0,82.2,12.8,0.3,1.0,2.0,1.6,16.6,77.0,13.1,9.8,0.2,4.6,108375.45213204472
2538,Texas,Shackelford County,3348,11.7,85.6,0.2,0.3,0.2,0.0,24296,17.7,33.4,17.7,26.0,14.7,8.2,82.3,11.5,0.0,1.5,4.1,0.5,20.7,72.3,17.5,9.9,0.3,7.0,119725.392780865
2539,Texas,Shelby County,25689,17.8,62.1,18.8,0.2,0.5,0.1,20686,23.1,26.8,15.9,17.8,21.8,17.6,76.6,17.6,0.5,1.7,0.9,2.8,26.3,74.9,15.7,9.1,0.3,7.4,148192.1734686697
2540,Texas,Smith County,222277,19.0,60.3,17.4,0.3,1.6,0.1,26270,16.3,33.0,19.2,23.0,10.7,14.1,83.7,9.5,0.2,1.0,2.2,3.4,23.8,81.8,12.0,6.0,0.2,6.5,159520.19648388567
2541,Texas,Somervell County,8650,19.1,78.7,0.6,0.3,0.0,0.6,27095,21.5,34.8,14.4,22.2,16.5,12.1,78.9,17.0,0.3,1.2,1.2,1.4,28.3,81.3,11.9,6.1,0.7,2.8,228873.29182489368
2543,Texas,Stephens County,9365,23.2,72.1,2.2,0.6,0.5,0.0,23044,21.3,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3.0,2.3,19.5,72.8,14.6,12.5,0.0,4.7,111718.65484666366
2545,Texas,Swisher County,7541,43.1,47.5,5.7,0.5,0.2,0.1,18878,22.2,30.3,19.2,22.0,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,72.1,15.3,12.5,0.0,5.9,64031.90837370909
2547,Texas,Taylor County,135371,23.8,64.5,7.4,0.5,1.9,0.1,25419,16.1,30.6,22.3,25.0,11.5,10.6,81.1,10.3,0.6,2.2,1.0,4.8,16.9,78.0,15.7,6.0,0.2,4.4,128034.07764798492
2549,Texas,Titus County,32664,42.1,46.3,9.1,0.2,0.8,0.0,21090,19.3,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,83.5,9.9,6.5,0.1,6.1,131117.94572157125
2550,Texas,Tom Green County,116906,38.8,54.3,4.0,0.2,1.1,0.0,27513,12.9,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,77.1,15.9,7.0,0.1,3.8,144177.56326986552
2552,Texas,Trinity County,14481,9.3,79.1,9.5,0.3,0.4,0.0,20369,18.4,27.5,23.0,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1.0,4.9,33.2,69.3,20.8,9.2,0.6,10.2,112543.42528561207
2553,Texas,Tyler County,21456,7.3,79.6,10.8,0.1,0.3,0.0,21172,15.8,23.6,21.0,22.5,16.8,16.1,83.3,7.5,0.0,1.0,3.1,5.0,35.7,77.7,17.9,4.2,0.2,9.5,118916.04283300397
2554,Texas,Upshur County,40506,8.1,80.7,8.9,0.7,0.2,0.0,24088,13.8,29.1,15.6,25.2,13.1,17.0,83.5,10.3,0.2,0.7,1.3,4.0,27.8,80.1,12.4,7.2,0.3,8.3,149395.61828608447
2557,Texas,Van Zandt County,53607,10.3,84.3,2.6,0.5,0.5,0.1,25394,14.2,30.0,19.8,22.7,14.6,13.0,80.5,11.4,0.1,1.0,0.8,6.4,34.4,74.5,15.0,10.3,0.3,5.9,160727.68227221834
2558,Texas,Victoria County,91518,46.0,45.4,5.8,0.1,1.1,0.0,28181,14.8,30.0,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20.0,80.5,11.4,7.8,0.3,5.1,145948.13967156754
2560,Texas,Waller County,48443,29.4,43.0,24.9,0.1,0.7,0.0,23888,18.0,26.5,21.5,25.0,14.0,13.0,78.7,10.8,0.9,3.9,1.4,4.4,30.0,75.6,15.9,7.9,0.6,7.8,240919.3773156243
2562,Texas,Washington County,34667,15.5,64.5,17.0,0.3,1.8,0.1,28517,13.2,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1.0,0.9,3.5,21.5,74.0,15.9,10.1,0.0,6.2,215078.6569482246
2564,Texas,Wharton County,41430,40.3,45.3,13.8,0.1,0.1,0.0,25867,17.5,25.4,19.3,21.1,17.6,16.5,84.4,11.7,0.4,0.5,0.3,2.7,23.0,80.7,12.6,6.5,0.2,5.3,140642.74079794128
2565,Texas,Wheeler County,5599,26.5,68.3,2.7,0.1,0.1,0.2,25809,19.2,25.5,19.6,21.2,21.6,12.0,86.9,7.1,0.0,2.6,1.5,1.9,18.4,68.8,21.0,10.0,0.2,5.6,91817.63578295056
2566,Texas,Wichita County,131778,18.5,66.1,9.9,0.6,2.0,0.0,23263,18.9,33.2,20.7,23.8,10.4,11.9,77.0,8.6,0.8,7.6,2.0,4.0,15.4,74.3,19.9,5.4,0.4,4.8,89746.92976737827
2569,Texas,Williamson County,508313,24.1,60.9,6.0,0.2,6.0,0.1,34575,7.0,45.6,13.9,25.4,7.4,7.7,80.3,9.1,0.8,0.9,1.2,7.7,27.9,79.0,14.5,6.4,0.1,4.8,271117.5108635499
2570,Texas,Wilson County,47205,39.2,57.7,1.3,0.2,0.3,0.1,29862,10.2,31.8,16.4,25.2,14.2,12.4,80.7,10.8,0.0,1.1,1.0,6.4,34.5,73.3,18.0,8.6,0.1,6.0,273323.24512088153
2572,Texas,Wise County,63247,18.8,77.5,1.2,0.4,0.5,0.2,27447,13.0,29.6,15.0,24.0,14.3,17.1,82.2,10.1,0.1,1.0,0.9,5.7,32.1,78.0,13.7,8.0,0.2,6.0,222923.536052866
2573,Texas,Wood County,43315,9.6,83.2,5.5,0.6,0.1,0.1,25955,13.3,28.7,16.7,25.0,15.5,14.1,80.6,10.0,0.3,2.5,1.0,5.6,30.2,78.4,14.1,7.1,0.4,7.8,150505.07156523204
2575,Texas,Young County,18166,18.1,78.8,1.5,0.5,0.4,0.0,25661,16.5,31.5,17.8,21.9,15.1,13.7,83.0,9.0,0.0,0.6,1.4,6.1,15.3,69.8,17.1,11.9,1.2,4.5,93926.24475481939
2578,Utah,Beaver County,6414,10.9,88.7,0.0,0.1,0.2,0.0,21128,10.5,23.9,18.7,25.1,15.9,16.4,80.2,12.5,0.2,2.6,1.0,3.4,16.0,77.1,16.6,5.8,0.5,4.7,150346.0432425925
2579,Utah,Box Elder County,52182,9.1,87.3,0.5,1.0,0.8,0.1,22808,10.2,31.5,14.4,21.0,10.2,22.9,77.7,14.8,0.7,1.5,1.3,4.0,23.5,79.4,15.3,5.0,0.3,5.5,215828.3844350784
2580,Utah,Cache County,120288,10.5,83.8,0.7,0.4,2.1,0.4,21752,15.2,37.9,15.6,22.8,7.8,16.0,74.5,11.5,2.1,4.0,2.7,5.2,17.3,77.5,18.0,4.4,0.2,3.6,231501.36665183608
2581,Utah,Carbon County,20512,13.2,83.3,0.7,0.8,0.4,0.2,22536,16.2,27.9,19.4,23.2,15.0,14.5,80.9,11.1,0.5,3.4,0.8,3.3,17.7,73.7,21.5,4.3,0.4,5.4,132100.5249604476
2582,Utah,Davis County,334977,9.2,84.5,1.2,0.3,1.8,0.6,28293,6.2,40.6,14.1,26.6,7.2,11.6,79.6,9.5,2.5,1.4,1.4,5.5,22.5,78.0,18.0,3.9,0.1,3.3,286855.2506339212
2583,Utah,Duchesne County,20259,8.1,85.4,0.1,4.0,0.5,0.4,23323,12.7,30.7,14.9,17.5,20.0,17.0,81.3,7.7,0.6,2.4,1.2,6.7,20.6,75.9,18.9,4.8,0.4,6.2,179121.00926303797
2584,Utah,Garfield County,5020,5.6,89.5,0.0,2.7,0.2,0.5,23228,13.1,26.4,26.8,25.1,15.8,6.0,73.4,11.0,0.0,5.7,2.7,7.3,14.0,69.3,23.3,7.4,0.0,4.6,160065.55185029106
2586,Utah,Iron County,48504,8.5,86.3,0.5,2.5,0.6,0.0,19791,20.9,31.5,19.1,26.2,10.5,12.7,76.5,13.3,0.2,4.6,1.9,3.5,17.4,75.4,20.2,4.4,0.0,6.2,214041.6937001449
2587,Utah,Juab County,10694,4.6,92.4,0.2,0.9,0.1,0.2,20457,12.8,27.9,16.0,23.5,15.1,17.4,74.6,14.0,0.2,4.1,0.3,6.9,22.7,75.7,18.2,6.0,0.0,2.9,230124.2783032913
2588,Utah,Kane County,7246,4.5,91.7,0.1,1.3,0.4,0.2,24836,11.1,30.6,21.9,27.4,11.1,9.1,76.6,8.3,0.0,5.8,3.8,5.4,12.5,71.5,21.3,6.1,1.1,4.0,205664.63749325086
2589,Utah,Millard County,12651,13.0,83.3,0.3,1.0,0.8,0.1,23283,11.6,29.4,16.1,18.4,19.3,16.8,75.1,16.6,0.2,1.9,0.7,5.5,17.5,73.6,17.5,8.7,0.1,2.9,165905.6876147214
2590,Utah,Morgan County,11014,2.6,95.3,0.4,0.0,0.6,0.1,30457,2.4,41.7,13.6,21.3,11.7,11.6,85.1,8.3,0.3,1.2,1.3,3.9,27.7,78.8,16.2,4.7,0.3,3.4,366179.76477461006
2594,Utah,Sanpete County,28892,9.5,86.1,0.9,1.0,0.4,0.5,17426,16.9,34.2,16.3,21.3,15.0,13.1,72.6,13.6,0.4,5.6,0.6,7.2,21.0,75.0,17.0,8.0,0.0,6.8,161847.9308921635
2595,Utah,Sevier County,20961,5.0,92.1,0.4,1.5,0.2,0.2,21196,13.3,27.0,18.8,21.3,16.6,16.2,79.0,11.2,0.5,1.8,1.6,5.8,16.6,70.7,20.7,7.2,1.4,4.8,143716.12617350722
2597,Utah,Tooele County,63357,12.0,83.4,0.5,0.8,0.8,0.5,24069,6.9,32.1,16.2,23.8,11.4,16.5,73.8,17.9,1.3,1.6,0.8,4.6,27.8,77.5,18.6,3.8,0.1,6.5,245948.30538307814
2598,Utah,Uintah County,36343,8.2,81.9,0.5,7.4,0.5,0.1,25001,11.6,28.6,12.9,24.5,17.4,16.7,79.9,12.1,0.8,2.2,1.2,3.8,19.1,77.0,17.9,4.8,0.3,6.7,175874.16343509228
2599,Utah,Utah County,576496,11.4,83.0,0.5,0.4,1.5,0.8,23207,11.8,41.0,15.2,26.5,7.6,9.9,73.2,11.8,2.0,4.1,2.3,6.7,21.4,83.8,11.4,4.6,0.2,4.3,297538.58180827973
2600,Utah,Wasatch County,29306,13.5,83.6,0.1,0.1,1.2,0.0,30086,7.8,36.7,20.9,24.4,10.6,7.4,78.6,12.2,0.0,1.5,0.9,6.7,23.3,78.1,15.1,6.5,0.2,2.4,444799.30399960716
2601,Utah,Washington County,155577,10.1,84.9,0.6,1.0,0.7,0.8,25415,14.2,30.9,20.2,27.6,9.8,11.4,78.0,11.4,0.5,2.0,2.0,6.1,18.1,81.2,13.1,5.5,0.2,5.2,273464.5031036494
2602,Utah,Weber County,244101,17.9,76.7,1.0,0.6,1.1,0.2,25275,12.1,32.9,14.0,25.3,10.4,17.4,80.4,10.4,1.8,1.3,1.5,4.6,22.0,77.3,18.7,3.9,0.1,4.8,223468.2012346896
2603,Vermont,Addison County,36825,2.2,93.0,0.9,0.3,1.9,0.0,31051,7.8,40.8,16.4,18.2,13.1,11.5,72.5,8.6,0.7,7.6,1.2,9.4,23.8,77.9,10.3,11.5,0.3,4.4,278691.8099843646
2604,Vermont,Bennington County,36054,1.8,94.7,0.8,0.1,0.4,0.0,31313,12.8,36.1,18.7,21.6,10.1,13.5,75.6,8.9,0.5,4.9,2.0,8.0,19.3,77.6,10.8,11.4,0.2,4.4,225825.3604568748
2605,Vermont,Caledonia County,30576,1.5,95.1,0.9,0.2,0.6,0.0,25896,12.3,34.8,20.4,20.0,12.6,12.3,76.4,10.7,0.1,3.8,1.2,7.8,26.0,74.2,13.8,10.9,1.1,4.9,173748.11785442926
2606,Vermont,Chittenden County,160985,2.2,89.2,2.5,0.2,3.8,0.0,36384,11.3,47.6,16.0,21.2,6.5,8.6,73.3,8.0,2.6,7.8,2.8,5.4,21.1,80.0,14.3,5.6,0.1,4.1,317288.99763279053
2607,Vermont,Essex County,6203,1.3,95.6,1.0,0.3,0.5,0.0,23022,15.5,27.8,24.6,17.5,13.5,16.5,79.4,10.3,0.1,3.0,0.9,6.2,26.0,71.0,19.1,9.6,0.2,5.1,138420.9524130792
2608,Vermont,Franklin County,48816,1.4,94.2,0.6,0.5,0.3,0.0,30624,8.0,36.2,16.1,21.9,11.7,14.2,81.2,9.3,0.5,3.2,0.8,4.9,25.3,74.8,17.5,7.6,0.1,4.4,218742.07975748184
2609,Vermont,Grand Isle County,6950,1.8,93.2,0.2,0.7,0.5,0.0,38635,7.5,37.5,15.4,24.7,10.6,11.7,75.8,12.4,0.2,1.5,0.7,9.3,33.4,77.3,13.6,8.9,0.2,4.9,282075.1495080834
2610,Vermont,Lamoille County,25191,1.6,94.9,0.8,0.8,0.6,0.0,31390,14.0,37.6,21.1,20.6,11.5,9.2,78.0,9.5,0.5,4.1,1.1,6.9,25.4,77.1,12.1,10.5,0.3,3.8,285680.36968394177
2611,Vermont,Orange County,28901,1.3,95.7,0.7,0.4,0.3,0.1,29651,11.5,38.4,15.7,20.9,14.1,10.9,76.3,9.8,0.5,3.8,1.3,8.3,27.0,71.9,14.6,13.3,0.2,4.3,215857.09931173068
2612,Vermont,Orleans County,26951,1.4,95.5,0.4,0.5,0.3,0.0,25392,14.2,33.5,17.3,21.8,14.1,13.3,78.0,9.7,0.1,3.0,1.3,7.9,24.2,70.9,16.1,12.0,1.0,4.4,176029.64857288063
2613,Vermont,Rutland County,59676,1.4,95.5,0.7,0.3,1.1,0.0,28443,11.4,34.2,19.5,23.1,10.8,12.5,79.9,7.9,1.0,5.1,0.9,5.2,21.1,77.6,13.8,8.4,0.2,4.7,186729.03763491265
2614,Vermont,Washington County,58691,1.9,94.4,0.8,0.3,0.6,0.0,32137,11.8,44.7,15.6,22.2,9.3,8.2,74.8,9.3,1.1,6.1,1.4,7.2,22.9,73.6,17.4,8.9,0.1,3.9,237045.99396450262
2615,Vermont,Windham County,43332,2.2,93.5,0.8,0.1,1.0,0.1,29819,14.1,40.2,19.3,19.7,11.4,9.3,72.0,7.4,1.2,5.4,1.9,12.1,21.3,74.7,12.9,12.2,0.2,5.6,235454.68988526962
2616,Vermont,Windsor County,55485,1.5,95.0,0.7,0.2,0.8,0.1,34264,10.2,39.1,18.3,21.7,9.7,11.2,78.8,10.3,0.6,4.2,0.8,5.3,22.8,78.8,12.8,8.1,0.3,4.5,244139.4645221323
2617,Virginia,Accomack County,32840,8.8,60.3,28.3,0.3,0.7,0.0,24266,19.8,31.1,17.7,18.8,15.1,17.3,80.0,10.6,0.5,2.6,1.8,4.5,22.0,74.6,18.1,7.1,0.2,5.4,150385.43945492597
2619,Virginia,Alleghany County,15489,1.4,91.9,5.5,0.0,0.1,0.1,25952,19.3,28.3,16.4,22.4,13.2,19.7,86.6,7.7,0.5,0.7,1.7,2.7,24.6,81.6,12.2,6.0,0.2,4.4,103190.64799630392
2620,Virginia,Amelia County,12802,1.1,72.4,23.7,0.3,0.1,0.0,26118,13.0,25.8,18.6,27.4,17.2,11.1,86.7,6.0,1.1,1.6,1.8,2.7,38.0,76.1,15.8,6.7,1.3,3.3,167140.17442463056
2621,Virginia,Amherst County,31819,2.3,75.5,17.6,0.2,0.6,0.0,24296,13.4,27.9,20.3,24.7,9.8,17.4,82.6,10.6,0.6,1.3,2.3,2.6,24.1,78.6,16.2,5.0,0.1,5.6,151723.11679964326
2622,Virginia,Appomattox County,15462,1.3,76.7,20.1,0.1,0.2,0.0,26347,14.4,33.2,16.8,23.3,12.9,13.9,80.1,10.1,0.5,1.8,2.4,5.1,31.9,79.1,18.0,2.8,0.1,3.5,158269.8220217908
2624,Virginia,Augusta County,74390,2.5,91.4,4.0,0.2,0.6,0.1,30088,8.8,32.8,16.7,22.9,9.3,18.3,85.7,7.1,0.4,1.0,0.9,5.0,23.7,76.8,16.9,6.0,0.2,4.1,225045.41895336317
2626,Virginia,Bedford County,77319,2.0,88.2,7.0,0.1,1.3,0.0,30633,8.9,34.9,16.5,24.1,9.9,14.7,83.8,9.2,0.2,1.0,1.4,4.3,26.9,81.7,13.2,5.0,0.1,4.4,202317.3387533773
2627,Virginia,Bland County,6524,0.5,94.3,4.8,0.0,0.0,0.0,23505,8.3,23.7,21.4,29.8,5.4,19.8,88.9,5.2,0.6,0.8,1.8,2.8,32.8,76.6,18.8,4.6,0.0,6.7,112046.26155807667
2628,Virginia,Botetourt County,33149,1.6,93.0,3.0,0.3,0.9,0.0,34733,7.7,38.4,14.2,22.4,10.5,14.5,89.0,6.0,0.0,0.9,0.4,3.8,28.3,80.4,13.9,5.6,0.0,3.8,188818.7317514059
2630,Virginia,Buchanan County,22611,0.3,95.4,2.8,0.5,0.5,0.0,19241,26.5,25.9,16.0,23.1,20.7,14.2,87.1,7.5,0.6,1.8,2.1,0.9,27.7,78.3,17.6,4.1,0.0,8.6,61297.44390782653
2631,Virginia,Buckingham County,17048,2.4,61.1,34.3,0.3,0.3,0.1,19702,16.6,27.8,22.8,20.0,16.6,12.7,81.1,11.6,1.0,1.5,1.2,3.6,35.5,74.0,19.0,6.6,0.4,8.4,142765.6330711504
2632,Virginia,Campbell County,55158,2.1,80.3,14.0,0.2,0.9,0.0,26417,11.7,32.6,16.5,23.8,10.8,16.3,85.9,8.0,0.0,0.7,1.2,4.2,25.3,83.3,10.9,5.7,0.1,3.4,149008.40729969408
2633,Virginia,Caroline County,29889,4.3,63.6,28.1,0.4,0.9,0.0,28039,11.9,28.8,18.1,26.4,12.0,14.7,79.5,11.8,0.3,4.1,1.5,2.9,35.6,74.1,21.2,4.6,0.1,6.3,188141.65230226595
2634,Virginia,Carroll County,29767,3.1,95.0,0.2,0.1,0.1,0.0,23690,14.6,27.1,16.8,23.3,14.1,18.8,83.9,10.9,0.0,1.0,0.1,4.1,25.8,74.9,16.1,9.0,0.0,3.8,114291.18233984419
2635,Virginia,Charles City County,7022,1.8,41.5,45.9,6.5,0.9,0.0,32689,13.2,23.0,19.7,23.7,12.8,20.8,82.0,9.9,0.7,2.9,1.4,3.2,32.7,79.6,16.6,3.9,0.0,6.2,165666.38122641947
2636,Virginia,Charlotte County,12176,2.1,67.5,29.6,0.1,0.1,0.0,19830,22.7,27.1,26.6,19.9,12.9,13.5,75.3,11.9,0.1,2.7,3.2,6.8,31.4,69.9,21.7,8.2,0.2,6.8,110157.72294609506
2637,Virginia,Chesterfield County,335594,8.2,62.8,22.4,0.2,3.4,0.0,35370,7.2,42.1,14.8,25.6,7.9,9.7,85.0,7.8,0.5,0.7,1.2,4.8,26.4,77.3,18.1,4.5,0.1,5.6,232144.81483805922
2638,Virginia,Clarke County,14331,4.8,86.9,4.9,0.4,1.0,0.0,38658,10.4,41.0,18.1,19.3,12.9,8.8,79.4,8.4,0.1,3.9,0.8,7.4,35.6,71.8,18.5,9.6,0.2,3.3,354816.5772680994
2639,Virginia,Craig County,5131,0.0,99.4,0.1,0.0,0.0,0.0,26753,9.3,25.5,18.8,22.2,11.2,22.3,79.7,14.4,0.0,0.1,2.0,3.8,37.6,71.5,26.4,2.2,0.0,4.1,143103.38512615618
2640,Virginia,Culpeper County,49795,9.7,71.1,13.6,0.3,1.4,0.0,29979,8.9,36.1,18.0,21.9,12.9,11.1,80.9,10.6,1.1,1.6,1.3,4.5,39.7,76.1,17.1,6.6,0.1,5.9,272668.7070171324
2642,Virginia,Dickenson County,15181,0.8,97.8,0.8,0.0,0.0,0.0,21082,23.0,26.5,25.3,20.7,14.7,12.9,87.5,8.2,0.2,1.8,0.8,1.6,29.6,66.7,27.8,5.5,0.0,5.6,65993.84138083347
2643,Virginia,Dinwiddie County,28033,3.2,62.1,31.8,0.0,0.4,0.0,25981,14.8,27.0,20.9,24.0,11.8,16.4,86.3,7.4,0.3,1.8,1.9,2.3,29.2,74.4,21.2,4.4,0.0,8.3,133880.37241431058
2644,Virginia,Essex County,11083,3.4,54.9,37.8,1.0,0.2,0.0,25730,12.3,26.9,15.5,30.2,13.0,14.5,85.2,5.7,0.2,3.2,2.0,3.7,35.0,75.7,18.9,5.0,0.3,5.6,167782.12713612092
2646,Virginia,Fauquier County,68406,7.5,80.9,7.5,0.3,1.4,0.0,43067,6.2,42.8,16.6,20.8,12.4,7.4,79.9,8.9,1.2,1.5,1.2,7.3,39.8,73.4,19.6,6.8,0.2,4.0,391383.4450761464
2647,Virginia,Floyd County,15594,2.8,93.7,2.5,0.2,0.0,0.0,25446,12.0,30.7,15.6,19.1,15.8,18.9,77.2,12.7,0.6,1.5,1.5,6.5,31.6,76.3,14.6,8.6,0.5,5.5,147994.25114292742
2648,Virginia,Fluvanna County,26109,3.3,78.7,13.5,0.1,0.7,0.0,31952,6.1,45.0,14.3,22.6,10.2,7.8,76.9,15.4,0.2,0.7,0.6,6.2,33.4,72.4,21.3,6.1,0.2,4.8,211046.55207281106
2649,Virginia,Franklin County,56277,2.7,87.1,7.9,0.2,0.4,0.0,27282,14.8,32.8,15.3,24.1,11.5,16.2,79.4,10.1,0.5,2.1,1.5,6.4,30.2,80.6,13.1,6.2,0.1,5.4,196590.69894317896
2650,Virginia,Frederick County,83784,7.8,84.5,4.0,0.3,1.4,0.1,32554,5.6,37.3,13.3,24.2,11.5,13.7,83.0,10.5,0.2,0.9,0.8,4.6,31.1,78.1,16.5,5.3,0.0,4.1,255124.97397795168
2651,Virginia,Giles County,16867,1.6,95.1,2.4,0.2,0.2,0.1,25004,11.3,25.2,20.4,20.8,12.3,21.4,83.4,12.2,0.1,1.0,1.5,1.8,24.9,75.6,21.1,3.2,0.1,4.8,108474.86041168588
2652,Virginia,Gloucester County,37035,3.3,85.1,8.2,0.2,0.5,0.0,32271,8.7,30.4,18.0,22.7,14.7,14.2,83.8,9.4,0.4,0.4,2.2,3.8,32.9,75.1,19.3,5.4,0.2,3.3,226321.33157958358
